id,categorie,nom_commercial,nom_variantes,dci,dosage,forme,laboratoire,nom_ar,nom_clean,prix,pharmacien_id,61266250,"a 313 200 000 ui pour cent, pommade",pommade,cutanée,autorisation active,procédure nationale,commercialisée,12/03/1998,unnamed: 8,unnamed: 9,pharma developpement,non,product_en_url,product_ar_url,product_thumbnail,nahdi_promo_en,nahdi_promo_ar,brand_name_en,brand_name_ar,product_name_en,product_name_ar,review_count,price_after_special,price_before_special,is_global_product_certain,is_nahdi_product
80.0,,CYTARABINE EBEWE,CYTARABINE EBEWE,CYTARABINE,100MG,SOLUTION POUR PERFUSION,,,CYTARABINE EBEWE,195.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
81.0,,FLEET PHOSPHO-SODA,FLEET PHOSPHO-SODA,HYDROGENOPHOSPHATE DE SODIUM DODECAHYDRATE / DIHYDROGENOPHOSPHATE DE SODIUM HYDRATE,10.8 / 24.4G / G,SOLUTION BUVABLE,,,FLEET PHOSPHO-SODA,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
82.0,,NEOMOX,NEOMOX,AMOXICILLINE,250MG,POUDRE POUR SUSPENSION BUVABLE,,,NEOMOX,58.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
83.0,,ANEXATE 0.5 MG / 5 ML,ANEXATE 0.5 MG / 5 ML,FLUMAZENIL,0.5MG,SOLUTION INJECTABLE,,,ANEXATE 0.5 MG / 5 ML,1079.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
84.0,,RECOFOL,RECOFOL,PROPOFOL,10MG,EMULSION INJECTABLE,,,RECOFOL,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.0,,TOBRADEX,TOBRADEX,TOBRAMYCINE / DEXAMETHASONE,3 / 1MG / MG,POMMADE OPHTALMIQUE,,,TOBRADEX,35.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
86.0,,BAITANET G,BAITANET G,POLYVIDONE IODEE,10%,SOLUTION GYNECOLOGIQUE,,,BAITANET G,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
87.0,,CARDIX,CARDIX,CARVEDILOL,6.25MG,COMPRIME SECABLE,,,CARDIX,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
88.0,,CLARELUX 500 µG,CLARELUX 500 µG,PROPIONATE DE CLOBETASOL,500µG,MOUSSE,,,CLARELUX 500 ΜG,165.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
89.0,,BISOLVON,BISOLVON,BROMHEXINE,0.2%,SOLUTION BUVABLE,,,BISOLVON,23.45,,,,,,,,,,,,,,,,,,,,,,,,,,,
90.0,,ANAFRANIL,ANAFRANIL,CLOMIPRAMINE,25MG,COMPRIME ENROBE,,,ANAFRANIL,72.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
91.0,,AROMASINE,AROMASINE,EXEMESTANE,25MG,COMPRIME ENROBE,,,AROMASINE,969.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
92.0,,CLARADOL PLUS,CLARADOL PLUS,PARACETAMOL / PROPYPHENAZONE,250 / 150MG / MG,COMPRIME,,,CLARADOL PLUS,30.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
93.0,,VANTEC,VANTEC,CETIRIZINE,10MG,COMPRIME ENROBE SECABLE,,,VANTEC,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
95.0,,CEFOTRIM,CEFOTRIM,CEFTRIAXONE,500MG,POUDRE POUR SOLUTION INJECTABLE,,,CEFOTRIM,114.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
96.0,,ACIVIR,ACIVIR,ACICLOVIR,0.1G,CREME,,,ACIVIR,171.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
97.0,,MADECASSOL,MADECASSOL,CENTELLA ASIATICA,1%,POMMADE,,,MADECASSOL,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
98.0,,MITOSYL IRRITATIONS,MITOSYL IRRITATIONS,FOIE DE POISSON / ZINC,13 / 17.55G / G,POMMADE,,,MITOSYL IRRITATIONS,17.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.0,,PANOXYL,PANOXYL,PEROXYDE DE BENZOYLE,5%,GEL,,,PANOXYL,40.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
100.0,,MICROVAL,MICROVAL,LEVONORGESTREL,0.03MG,COMPRIME ENROBE,,,MICROVAL,13.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
101.0,,LAMICTAL,LAMICTAL,LAMOTRIGINE,5MG,COMPRIME DISPERSIBLE,,,LAMICTAL,250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.0,,GYNERGENE CAFEINE,GYNERGENE CAFEINE,ERGOTAMINE / CAFEINE,1 / 100MG / MG,COMPRIME,,,GYNERGENE CAFEINE,41.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.0,,"ADRENALINE 0,50 MG","ADRENALINE 0,50 MG",EPINEPHRINE,0.5MG,SOLUTION INJECTABLE,,,"ADRENALINE 0,50 MG",188.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
104.0,,SPASMOPRIV,SPASMOPRIV,MEBEVERINE,200MG,COMPRIME SECABLE,,,SPASMOPRIV,28.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
105.0,,COVERSYL,COVERSYL,PERINDOPRIL,4MG,COMPRIME SECABLE,,,COVERSYL,248.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
106.0,,ZOMIG,ZOMIG,ZOLMITRIPTAN,2.5MG,COMPRIME PELLICULE,,,ZOMIG,323.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
107.0,,GENHEVAC B,GENHEVAC B,VACCIN ANTI-HEPATITE B,,POUDRE POUR SUSPENSION INJECTABLE,,,GENHEVAC B,148.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
108.0,,DIMAZOL,DIMAZOL,CARBIMAZOLE,10MG,COMPRIME,,,DIMAZOL,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
110.0,,LUMIGAN 0.3MG/ML,LUMIGAN 0.3MG/ML,BIMATOPROST,0.3MG,COLLYRE,,,LUMIGAN 0.3MG/ML,230.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
111.0,,MOSCONTIN,MOSCONTIN,MORPHINE,60MG,COMPRIME LP,,,MOSCONTIN,46.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
112.0,,PENAMOX,PENAMOX,AMOXICILLINE,500MG,GELULE,,,PENAMOX,25.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
113.0,,GENTOSYL,GENTOSYL,GENTAMICINE,40MG,SOLUTION INJECTABLE,,,GENTOSYL,18.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
114.0,,CIPROFLOXACINE WIN 250 MG,CIPROFLOXACINE WIN 250 MG,CIPROFLOXACINE,250MG,COMPRIME PELLICULE,,,CIPROFLOXACINE WIN 250 MG,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
115.0,,PAROXETINE GT 20 MG,PAROXETINE GT 20 MG,PAROXETINE,20MG,COMPRIME PELLICULE,,,PAROXETINE GT 20 MG,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
116.0,,PARAPSYLLIUM,PARAPSYLLIUM,TEGUMENT MUCILAGINEUX DE GRAINE DE PSYLIUM / PARAFFINE LIQUIDE,33.33 / 33.33G / G,POUDRE POUR SUSPENSION BUVABLE,,,PARAPSYLLIUM,37.55,,,,,,,,,,,,,,,,,,,,,,,,,,,
117.0,,ZOLOFT,ZOLOFT,SERTRALINE,50MG,GELULE,,,ZOLOFT,126.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
118.0,,SEROHALE 50 µG,SEROHALE 50 µG,SALMETEROL / FLUTICASONE,25 / 50µG / µG,SUSPENSION POUR INHALATION BUCCALE,,,SEROHALE 50 ΜG,123.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
120.0,,ZOMETA,ZOMETA,ACIDE ZOLEDRONIQUE,4MG,SOLUTION A DILUER POUR PERFUSION,,,ZOMETA,2689.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
121.0,,BUTAMYL,BUTAMYL,SALBUTAMOL,1MG,SUPPOSITOIRE,,,BUTAMYL,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
122.0,,ANTISTAPH / PENISTAPH,ANTISTAPH / PENISTAPH,FLUCLOXACILLINE,500MG,GELULE,,,ANTISTAPH / PENISTAPH,26.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
123.0,,TOTAPEN,TOTAPEN,AMPICILLINE,1G,POUDRE POUR SOLUTION INJECTABLE,,,TOTAPEN,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
124.0,,BRONCOTEC,BRONCOTEC,FORMOTEROL,12µG,GELULE INHALEE,,,BRONCOTEC,235.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
126.0,,CEBESINE,CEBESINE,OXYBUPROCAINE,0.4%,COLLYRE,,,CEBESINE,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
127.0,,CHEMOSET,CHEMOSET,ONDANSETRON,8MG,COMPRIME PELLICULE,,,CHEMOSET,357.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
128.0,,ZOFRAN,ZOFRAN,ONDANSETRON,8MG,SOLUTION INJECTABLE,,,ZOFRAN,842.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
129.0,,METROZAL,METROZAL,METRONIDAZOLE,500MG,OVULE,,,METROZAL,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
130.0,,TRE-ZEN 20 MG,TRE-ZEN 20 MG,PAROXETINE,20MG,COMPRIME SECABLE,,,TRE-ZEN 20 MG,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
131.0,,ULTRAVIST,ULTRAVIST,IOPROMIDE,370MG,SOLUTION INJECTABLE,,,ULTRAVIST,129.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
133.0,,OESTRODOSE,OESTRODOSE,ESTRADIOL,0.06%,GEL,,,OESTRODOSE,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
135.0,,SPIRIVA,SPIRIVA,TIOTROPIUM,18µG,GELULE INHALEE,,,SPIRIVA,571.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
137.0,,VITRIMIX KV *,VITRIMIX KV *,MULTIPLE,,PREPARATION INJECTABLE POUR PERFUSION,,,VITRIMIX KV *,391.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
138.0,,NOCOL,NOCOL,SIMVASTATINE,40MG,COMPRIME PELLICULE,,,NOCOL,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
139.0,,DISPAMOX 250 MG,DISPAMOX 250 MG,AMOXICILLINE,250MG,POUDRE POUR SUSPENSION BUVABLE,,,DISPAMOX 250 MG,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
140.0,,INTRONA,INTRONA,INTERFERON ALFA-2B,18MUI,SOLUTION INJECTABLE,,,INTRONA,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
141.0,,AZITHRIX,AZITHRIX,AZITHROMYCINE,200MG,POUDRE POUR SUSPENSION BUVABLE,,,AZITHRIX,63.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
142.0,,AZIX,AZIX,AZITHROMYCINE,500MG,COMPRIME PELLICULE,,,AZIX,79.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
143.0,,SYNNAX,SYNNAX,LAMOTRIGINE,5MG,COMPRIME DISPERSIBLE,,,SYNNAX,72.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.0,,NOZINAN,NOZINAN,LEVOMEPROMAZINE,25MG,COMPRIME PELLICULE SECABLE,,,NOZINAN,57.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.0,,STILNOX CR,STILNOX CR,ZOLPIDEM,12.5MG,COMPRIME PELLICULE SECABLE,,,STILNOX CR,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
148.0,,RAZON 40 MG,RAZON 40 MG,PANTOPRAZOLE,40MG,COMPRIME ENROBE GASTRO-RESISTANT,,,RAZON 40 MG,52.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
149.0,,ORGALUTRAN,ORGALUTRAN,GANIRELIX,0.25MG,SOLUTION INJECTABLE,,,ORGALUTRAN,2343.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
150.0,,XALATAN,XALATAN,LATANOPROST,0.005%,COLLYRE,,,XALATAN,157.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
151.0,,CEFTAJECT I.M 500 MG/2ML,CEFTAJECT I.M 500 MG/2ML,CEFTRIAXONE,500MG,POUDRE POUR SOLUTION INJECTABLE,,,CEFTAJECT I.M 500 MG/2ML,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
153.0,,GLIDIABET,GLIDIABET,GLIBENCLAMIDE,5MG,COMPRIME SECABLE,,,GLIDIABET,45.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
154.0,,OSCILLOCCINUM,OSCILLOCCINUM,SOUCHE HOMEOPATHIQUE,,GLOBULE,,,OSCILLOCCINUM,19.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
155.0,,THIAZILIX,THIAZILIX,INDAPAMIDE,2.5MG,COMPRIME PELLICULE,,,THIAZILIX,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
156.0,,BISPIRAZOLE,BISPIRAZOLE,SPIRAMYCINE / METRONIDAZOLE,1.5 / 250MUI / MG,COMPRIME ENROBE,,,BISPIRAZOLE,79.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
157.0,,LACIPIL,LACIPIL,LACIDIPINE,2MG,COMPRIME ENROBE,,,LACIPIL,148.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
158.0,,RETROVIR,RETROVIR,ZIDOVUDINE,50MG,SOLUTION BUVABLE,,,RETROVIR,556.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
159.0,,OKA-ETOPOSIDE,OKA-ETOPOSIDE,ETOPOSIDE,100MG,SOLUTION A DILUER POUR PERFUSION,,,OKA-ETOPOSIDE,126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
160.0,,ORADEXON,ORADEXON,DEXAMETHASONE,0.5MG,COMPRIME SECABLE,,,ORADEXON,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
161.0,,NEOFORTAN 40MG,NEOFORTAN 40MG,PHLOROGLUCINOL,40MG,COMPRIME EFFERVESCENT,,,NEOFORTAN 40MG,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
162.0,,DIALYSE PERITONEALE BIEFFE FORMULE 55,DIALYSE PERITONEALE BIEFFE FORMULE 55,CONCENTRE POUR DIALYSE PERITONEALE,,SOLUTION POUR DIALYSE PERITONEALE,,,DIALYSE PERITONEALE BIEFFE FORMULE 55,82.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
163.0,,UN-ALFA 1 µG,UN-ALFA 1 µG,ALFACALCIDOL,1µG,CAPSULE,,,UN-ALFA 1 ΜG,172.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
166.0,,IMIZINE 10%,IMIZINE 10%,METRONIDAZOLE,10%,PATE DENTAIRE,,,IMIZINE 10%,360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
167.0,,TRUSOPT,TRUSOPT,DORZOLAMIDE,2%,COLLYRE,,,TRUSOPT,104.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
168.0,,ZOLADEX 10.8 MG,ZOLADEX 10.8 MG,GOSERELINE,10.8MG,IMPLANT INJECTABLE,,,ZOLADEX 10.8 MG,3340.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
170.0,,ZANTAC,ZANTAC,RANITIDINE,75MG,COMPRIME EFFERVESCENT,,,ZANTAC,47.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
171.0,,QUIETUDE,QUIETUDE,SOUCHE HOMEOPATHIQUE,,SIROP,,,QUIETUDE,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
173.0,,NICOPATCH,NICOPATCH,NICOTINE,14MG,DISPOSITIF TRANSDERMIQUE,,,NICOPATCH,250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
175.0,,HIBOR 10000 UI ANTI XA,HIBOR 10000 UI ANTI XA,BEMIPARINE,10000UI,SOLUTION INJECTABLE,,,HIBOR 10000 UI ANTI XA,391.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
176.0,,PANFUREX,PANFUREX,NIFUROXAZIDE,4%,SUSPENSION BUVABLE,,,PANFUREX,36.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
177.0,,CEFTRIAXONE MYLAN IV 500 MG/5 ML,CEFTRIAXONE MYLAN IV 500 MG/5 ML,CEFTRIAXONE,500MG,POUDRE POUR SOLUTION INJECTABLE,,,CEFTRIAXONE MYLAN IV 500 MG/5 ML,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
178.0,,CARDINOR,CARDINOR,CARVEDILOL,6.25MG,COMPRIME,,,CARDINOR,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
180.0,,AMUCHIN 10,AMUCHIN 10,CHLOROXYDANT / ELECTROLYTIQUE,0.11 / 1.8G / G,SOLUTION POUR APPLICATION LOCALE,,,AMUCHIN 10,49.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
181.0,,TAVANIC,TAVANIC,LEVOFLOXACINE,500MG,SOLUTION POUR PERFUSION,,,TAVANIC,205.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
182.0,,DAILY GÉ,DAILY GÉ,LEVONORGESTREL / ETHINYLESTRADIOL,0.05 / 0.03MG / MG,COMPRIME ENROBE,,,DAILY GÉ,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
183.0,,CIPROFLOXACINE MYLAN 200 MG/100 ML,CIPROFLOXACINE MYLAN 200 MG/100 ML,CIPROFLOXACINE,200MG,SOLUTION POUR PERFUSION,,,CIPROFLOXACINE MYLAN 200 MG/100 ML,854.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
184.0,,RHINATHIOL ENFANT ET NOURRISSON,RHINATHIOL ENFANT ET NOURRISSON,CARBOCYSTEINE,2%,SIROP,,,RHINATHIOL ENFANT ET NOURRISSON,18.55,,,,,,,,,,,,,,,,,,,,,,,,,,,
185.0,,FOLINATE DE CALCIUM AGUETTANT 50 MG,FOLINATE DE CALCIUM AGUETTANT 50 MG,FOLINATE DE CALCIUM,50MG,POUDRE POUR SOLUTION INJECTABLE,,,FOLINATE DE CALCIUM AGUETTANT 50 MG,677.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
186.0,,R.O.R / TRIMOVAX,R.O.R / TRIMOVAX,VACCIN R.O.R,,POUDRE POUR SUSPENSION INJECTABLE,,,R.O.R / TRIMOVAX,117.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
187.0,,SOLIAN 100 MG/ML,SOLIAN 100 MG/ML,AMISULPRIDE,100MG/ML,SOLUTION BUVABLE,,,SOLIAN 100 MG/ML,367.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
189.0,,ZILDAM,ZILDAM,PIROXICAM,20MG,SUPPOSITOIRE,,,ZILDAM,30.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
190.0,,TAREG,TAREG,VALSARTAN,80MG,COMPRIME PELLICULE,,,TAREG,120.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
192.0,,HEMOPUR AC1,HEMOPUR AC1,CONCENTRE POUR HEMODIALYSE,,SOLUTION POUR HEMODIALYSE,,,HEMOPUR AC1,161.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
193.0,,EQUORAL,EQUORAL,CICLOSPORINE,50MG,CAPSULE MOLLE,,,EQUORAL,544.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
194.0,,ACTIVAROL C100,ACTIVAROL C100,ACIDE ASCORBIQUE (VITAMINE C) / HEMATOPORPHYRINE,100 / 0.003MG / G,SOLUTION BUVABLE,,,ACTIVAROL C100,30.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
195.0,,PRAVATOR,PRAVATOR,PRAVASTATINE,20MG,COMPRIME SECABLE,,,PRAVATOR,174.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
196.0,,GONAL-F 150 UI,GONAL-F 150 UI,FOLLITROPINE ALFA,150UI,POUDRE POUR SOLUTION INJECTABLE,,,GONAL-F 150 UI,616.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
197.0,,A-GRAM,A-GRAM,AMOXICILLINE,250MG,POUDRE POUR SUSPENSION BUVABLE,,,A-GRAM,47.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
198.0,,NASACORT,NASACORT,TRIAMCINOLONE,55µG,SUSPENSION POUR PULVERISATION NASALE,,,NASACORT,107.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
199.0,,SOTALEX,SOTALEX,SOTALOL,160MG,COMPRIME SECABLE,,,SOTALEX,79.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
200.0,,CLIMASTON,CLIMASTON,ESTRADIOL / DYDROGESTERONE,1 / 5MG / MG,COMPRIME PELLICULE,,,CLIMASTON,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
201.0,,ACEPRIL,ACEPRIL,PERINDOPRIL,2MG,COMPRIME,,,ACEPRIL,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
203.0,,LORAZEPAM PHARMA,LORAZEPAM PHARMA,LORAZEPAM,2.5MG,COMPRIME,,,LORAZEPAM PHARMA,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
204.0,,CO-OLMETEC,CO-OLMETEC,OLMESARTAN / HYDROCHLOROTHIAZIDE,20 / 12.5MG / MG,COMPRIME PELLICULE,,,CO-OLMETEC,252.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
206.0,,IMODIUM,IMODIUM,LOPERAMIDE,2MG,GELULE,,,IMODIUM,30.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
207.0,,TETRAXIM,TETRAXIM,VACCIN D.T.COQ.P,,PREPARATION INJECTABLE,,,TETRAXIM,144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
208.0,,GELUPRANE,GELUPRANE,PARACETAMOL,500MG,GELULE,,,GELUPRANE,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
209.0,,LETROZOL GT,LETROZOL GT,LETROZOLE,2.5MG,COMPRIME SECABLE,,,LETROZOL GT,1110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
211.0,,MELIX,MELIX,GLIBENCLAMIDE,5MG,COMPRIME,,,MELIX,32.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
212.0,,CLAVULIN,CLAVULIN,AMOXICILLINE / ACIDE CLAVULANIQUE,1 / 200G / MG,POUDRE POUR SOLUTION INJECTABLE,,,CLAVULIN,160.15,,,,,,,,,,,,,,,,,,,,,,,,,,,
213.0,,NOLVADEX,NOLVADEX,TAMOXIFENE,10MG,COMPRIME PELLICULE,,,NOLVADEX,124.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
214.0,,SANDOSTATINE *,SANDOSTATINE *,OCTREOTIDE,100µG,SOLUTION INJECTABLE,,,SANDOSTATINE *,344.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
215.0,,BIAFINE,BIAFINE,TROLAMINE,0.67G,EMULSION POUR APPLICATION LOCALE,,,BIAFINE,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
219.0,,SINGULAIR,SINGULAIR,MONTELUKAST,4MG,GRANULE,,,SINGULAIR,306.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
221.0,,SANDOCAL,SANDOCAL,CALCIUM,500MG,POUDRE POUR SUSPENSION BUVABLE,,,SANDOCAL,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
222.0,,TOPAAL,TOPAAL,ACIDE ALGINIQUE / ALUMINIUM HYDROXYDE,200 / 30MG / MG,COMPRIME A CROQUER,,,TOPAAL,34.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.0,,STIMOL,STIMOL,CITRULINE MALEATE,1G,SOLUTION BUVABLE,,,STIMOL,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.0,,OSSOPAN,OSSOPAN,COMPLEXE OSSEINE HYDROXYAPATITE,600MG,COMPRIME PELLICULE,,,OSSOPAN,25.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
225.0,,INALAP 5 MG,INALAP 5 MG,ENALAPRIL,5MG,COMPRIME,,,INALAP 5 MG,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
226.0,,VACCIN ATNTIDIPHTERIQUE ANTITETANIQUE,VACCIN ATNTIDIPHTERIQUE ANTITETANIQUE,ANATOXINE TETANIQUE / ANATOXINE DIPHTERIQUE,,PREPARATION INJECTABLE,,,VACCIN ATNTIDIPHTERIQUE ANTITETANIQUE,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
227.0,,NOMYC,NOMYC,FLUCONAZOLE,150MG,GELULE,,,NOMYC,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
229.0,,CORTIVENT,CORTIVENT,BECLOMETASONE,50µG,SUSPENSION POUR INHALATION,,,CORTIVENT,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
231.0,,CATAFLAM,CATAFLAM,DICLOFENAC,50MG,COMPRIME ENROBE,,,CATAFLAM,27.85,,,,,,,,,,,,,,,,,,,,,,,,,,,
232.0,,OXONE 1G/5 ML IM,OXONE 1G/5 ML IM,CEFTRIAXONE,1G,POUDRE POUR PREPARATION INJECTABLE,,,OXONE 1G/5 ML IM,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
233.0,,SULFOBACTIN,SULFOBACTIN,THIAMPHENICOL,500MG,COMPRIME,,,SULFOBACTIN,67.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
234.0,,TRIATEC,TRIATEC,RAMIPRIL,1.25MG,COMPRIME SECABLE,,,TRIATEC,122.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
235.0,,CANDICID,CANDICID,FLUCONAZOLE,150MG,GELULE,,,CANDICID,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
236.0,,TRINOMYC,TRINOMYC,FLUCONAZOLE,2MG,SOLUTION POUR PERFUSION,,,TRINOMYC,455.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
237.0,,SPASMAG,SPASMAG,MAGNESIUM SULFATE / LEVURE CEREVISIAE,1.2 / 100G / MG,SOLUTION BUVABLE,,,SPASMAG,46.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
238.0,,DOXINE,DOXINE,DOXYCYCLINE,100MG,COMPRIME ENROBE,,,DOXINE,40.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
240.0,,DOPAMINE AGUETTANT 40MG/ML,DOPAMINE AGUETTANT 40MG/ML,DOPAMINE,40MG,SOLUTION POUR PERFUSION,,,DOPAMINE AGUETTANT 40MG/ML,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
241.0,,AVIRANZ,AVIRANZ,EFAVIRENZ,200MG,GELULE,,,AVIRANZ,422.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
242.0,,CISPLATINE EBEWE,CISPLATINE EBEWE,CISPLATINE,50MG,SOLUTION POUR PERFUSION,,,CISPLATINE EBEWE,253.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
243.0,,ALGANTIL,ALGANTIL,IBUPROFENE,200MG,COMPRIME ENROBE,,,ALGANTIL,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
244.0,,GASTROGRAFINE,GASTROGRAFINE,AMIDOTRIZOATE DE MEGLUMINE ET DE SODIUM,370MG,SOLUTION BUVABLE OU RECTALE,,,GASTROGRAFINE,150.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
